구분,대인,소인,계
2012-11-01,380,115,495
2012-11-02,180,92,272
2012-11-03,684,310,994
2012-11-04,684,191,875
2012-11-05,40,4,44
2012-11-06,109,11,120
2012-11-07,218,83,301
2012-11-08,356,67,423
2012-11-09,670,192,862
2012-11-10,856,392,1248
2012-11-11,890,208,1098
2012-11-12,35,0,35
2012-11-13,562,17,579
2012-11-14,302,89,391
2012-11-15,863,439,1302
2012-11-16,486,345,831
2012-11-17,1081,429,1510
2012-11-18,503,206,709
2012-11-19,48,0,48
2012-11-20,161,164,325
2012-11-21,390,117,507
2012-11-22,496,22,518
2012-11-23,986,404,1390
2012-11-24,1174,354,1528
2012-11-25,673,223,896
2012-11-26,51,0,51
2012-11-27,309,225,534
2012-11-28,1476,178,1654
2012-11-29,403,298,701
2012-11-30,379,28,407
2012-12-01,899,306,1205
2012-12-02,794,179,973
2012-12-03,22,0,22
2012-12-04,83,638,721
2012-12-05,251,107,358
2012-12-06,100,1288,1388
2012-12-07,261,95,356
2012-12-08,1001,443,1444
2012-12-09,449,115,564
2012-12-10,280,0,280
2012-12-11,178,5,183
2012-12-12,260,128,388
2012-12-13,210,264,474
2012-12-14,342,60,402
2012-12-15,642,263,905
2012-12-16,445,207,652
2012-12-17,490,25,515
2012-12-18,80,1052,1132
2012-12-19,285,57,342
2012-12-20,224,732,956
2012-12-21,218,106,324
2012-12-22,269,358,627
2012-12-23,133,164,297
2012-12-24,33,2,35
2012-12-25,152,119,271
2012-12-26,419,745,1164
2012-12-27,77,547,624
2012-12-28,310,27,337
2012-12-29,194,409,603
2012-12-30,240,434,674
2012-12-31,0,0,0
2013-01-01,0,0,0
2013-01-02,55,109,164
2013-01-03,164,204,368
2013-01-04,96,167,263
2013-01-05,187,317,504
2013-01-06,485,173,658
2013-01-07,18,0,18
2013-01-08,72,113,185
2013-01-09,83,234,317
2013-01-10,148,390,538
2013-01-11,51,83,134
2013-01-12,248,541,789
2013-01-13,296,562,858
2013-01-14,309,11,320
2013-01-15,434,46,480
2013-01-16,55,178,233
2013-01-17,180,336,516
2013-01-18,237,226,463
2013-01-19,239,480,719
2013-01-20,247,502,749
2013-01-21,28,0,28
2013-01-22,84,197,281
2013-01-23,51,70,121
2013-01-24,429,572,1001
2013-01-25,89,126,215
2013-01-26,279,578,857
2013-01-27,398,682,1080
2013-01-28,315,167,482
2013-01-29,279,387,666
2013-01-30,299,117,416
2013-01-31,192,309,501
2013-02-01,152,220,372
2013-02-02,608,938,1546
2013-02-03,441,743,1184
2013-02-04,412,113,525
2013-02-05,233,249,482
2013-02-06,162,222,384
2013-02-07,132,64,196
2013-02-08,97,86,183
2013-02-09,764,1155,1919
2013-02-10,656,733,1389
2013-02-11,402,556,958
2013-02-12,98,50,148
2013-02-13,189,182,371
2013-02-14,237,208,445
2013-02-15,424,465,889
2013-02-16,684,711,1395
2013-02-17,396,595,991
2013-02-18,347,188,535
2013-02-19,305,251,556
2013-02-20,521,234,755
2013-02-21,754,408,1162
2013-02-22,316,280,596
2013-02-23,1173,1715,2888
2013-02-24,950,1114,2064
2013-02-25,75,30,105
2013-02-26,229,244,473
2013-02-27,447,315,762
2013-02-28,283,268,551
2013-03-01,925,1127,2052
2013-03-02,571,773,1344
2013-03-03,251,490,741
2013-03-04,35,0,35
2013-03-05,70,66,136
2013-03-06,70,85,155
2013-03-07,135,12,147
2013-03-08,109,3,112
2013-03-09,379,823,1202
2013-03-10,339,654,993
2013-03-11,40,0,40
2013-03-12,159,11,170
2013-03-13,152,13,165
2013-03-14,488,14,502
2013-03-15,205,18,223
2013-03-16,371,647,1018
2013-03-17,345,553,898
2013-03-18,58,0,58
2013-03-19,180,8,188
2013-03-20,111,200,311
2013-03-21,134,90,224
2013-03-22,220,3,223
2013-03-23,391,812,1203
2013-03-24,269,464,733
2013-03-25,55,0,55
2013-03-26,993,69,1062
2013-03-27,348,216,564
2013-03-28,303,153,456
2013-03-29,233,199,432
2013-03-30,416,824,1240
2013-03-31,355,599,954
2013-04-01,36,1,37
2013-04-02,1353,8,1361
2013-04-03,330,3,333
2013-04-04,198,5,203
2013-04-05,158,30,188
2013-04-06,432,847,1279
2013-04-07,382,626,1008
2013-04-08,56,0,56
2013-04-09,798,72,870
2013-04-10,110,351,461
2013-04-11,326,153,479
2013-04-12,496,1039,1535
2013-04-13,964,2307,3271
2013-04-14,451,860,1311
2013-04-15,46,0,46
2013-04-16,1304,217,1521
2013-04-17,108,829,937
2013-04-18,189,156,345
2013-04-19,336,112,448
2013-04-20,792,1028,1820
2013-04-21,238,419,657
2013-04-22,53,2,55
2013-04-23,1180,108,1288
2013-04-24,421,178,599
2013-04-25,1146,353,1499
2013-04-26,659,605,1264
2013-04-27,1460,2295,3755
2013-04-28,735,1021,1756
2013-04-29,363,0,363
2013-04-30,1049,77,1126
2013-05-01,192,625,817
2013-05-02,158,94,252
2013-05-03,126,460,586
2013-05-04,307,1110,1417
2013-05-05,1259,3194,4453
2013-05-06,348,176,524
2013-05-07,971,17,988
2013-05-08,86,99,185
2013-05-09,616,181,797
2013-05-10,572,170,742
2013-05-11,742,841,1583
2013-05-12,250,473,723
2013-05-13,960,1,961
2013-05-14,134,241,375
2013-05-15,211,472,683
2013-05-16,241,774,1015
2013-05-17,799,1033,1832
2013-05-18,982,1302,2284
2013-05-19,689,1101,1790
2013-05-20,43,2,45
2013-05-21,929,140,1069
2013-05-22,319,916,1235
2013-05-23,540,221,761
2013-05-24,343,137,480
2013-05-25,817,1047,1864
2013-05-26,1227,1130,2357
2013-05-27,13,0,13
2013-05-28,823,84,907
2013-05-29,432,152,584
2013-05-30,347,110,457
2013-05-31,136,185,321
2013-06-01,372,678,1050
2013-06-02,409,608,1017
2013-06-03,389,11,400
2013-06-04,913,430,1343
2013-06-05,176,187,363
2013-06-06,253,559,812
2013-06-07,294,409,703
2013-06-08,758,1077,1835
2013-06-09,275,547,822
2013-06-10,219,5,224
2013-06-11,1022,456,1478
2013-06-12,338,206,544
2013-06-13,333,178,511
2013-06-14,315,243,558
2013-06-15,325,687,1012
2013-06-16,303,580,883
2013-06-17,630,929,1559
2013-06-18,725,68,793
2013-06-19,131,191,322
2013-06-20,474,187,661
2013-06-21,267,129,396
2013-06-22,772,833,1605
2013-06-23,441,621,1062
2013-06-24,20,0,20
2013-06-25,1257,299,1556
2013-06-26,257,147,404
2013-06-27,221,75,296
2013-06-28,197,910,1107
2013-06-29,266,606,872
2013-06-30,271,528,799
2013-07-01,130,0,130
2013-07-02,881,147,1028
2013-07-03,448,238,686
2013-07-04,364,118,482
2013-07-05,225,305,530
2013-07-06,343,728,1071
2013-07-07,773,302,1075
2013-07-08,428,20,448
2013-07-09,831,905,1736
2013-07-10,379,142,521
2013-07-11,335,873,1208
2013-07-12,159,1565,1724
2013-07-13,538,977,1515
2013-07-14,423,747,1170
2013-07-15,154,0,154
2013-07-16,386,139,525
2013-07-17,179,279,458
2013-07-18,479,328,807
2013-07-19,542,509,1051
2013-07-20,669,1080,1749
2013-07-21,381,707,1088
2013-07-22,12,0,12
2013-07-23,910,520,1430
2013-07-24,458,344,802
2013-07-25,378,244,622
2013-07-26,774,546,1320
2013-07-27,877,968,1845
2013-07-28,566,964,1530
2013-07-29,54,2,56
2013-07-30,931,496,1427
2013-07-31,652,670,1322
2013-08-01,199,432,631
2013-08-02,424,667,1091
2013-08-03,544,867,1411
2013-08-04,383,706,1089
2013-08-05,42,2,44
2013-08-06,683,481,1164
2013-08-07,337,384,721
2013-08-08,177,346,523
2013-08-09,303,384,687
2013-08-10,406,876,1282
2013-08-11,401,785,1186
2013-08-12,149,2,151
2013-08-13,"1,215",503,1718
2013-08-14,324,425,749
2013-08-15,437,761,1198
2013-08-16,441,472,913
2013-08-17,530,"1,008",1538
2013-08-18,412,701,1113
2013-08-19,29, - ,29
2013-08-20,299,298,597
2013-08-21,289,180,469
2013-08-22,640,292,932
2013-08-23,370,191,561
2013-08-24,844,"1,239",2083
2013-08-25,446,828,1274
2013-08-26,166, - ,166
2013-08-27,"1,291",228,1519
2013-08-28,384,229,613
2013-08-29,277,114,391
2013-08-30,464,211,675
2013-08-31,532,576,1108
2013-09-01,247,462,709
2013-09-02,68,14,82
2013-09-03,365,228,593
2013-09-04,266,556,822
2013-09-05,246,247,493
2013-09-06,94,499,593
2013-09-07,255,656,911
2013-09-08,277,609,886
2013-09-09,321,15,336
2013-09-10,1333,700,2033
2013-09-11,286,855,1141
2013-09-12,308,716,1024
2013-09-13,52,607,659
2013-09-14,711,1779,2490
2013-09-15,228,501,729
2013-09-16,13,170,183
2013-09-17,184,455,639
2013-09-18,383,614,997
2013-09-19,402,767,1169
2013-09-20,457,780,1237
2013-09-21,446,703,1149
2013-09-22,258,545,803
2013-09-23,50,2,52
2013-09-24,621,301,922
2013-09-25,483,909,1392
2013-09-26,305,656,961
2013-09-27,103,902,1005
2013-09-28,269,616,885
2013-09-29,298,564,862
2013-09-30,105,0,105
2013-10-01,180,235,415
2013-10-02,107,182,289
2013-10-03,317,533,850
2013-10-04,178,368,546
2013-10-05,323,569,892
2013-10-06,363,600,963
2013-10-07,178,7,185
2013-10-08,691,581,1272
2013-10-09,462,683,1145
2013-10-10,303,470,773
2013-10-11,86,111,197
2013-10-12,544,999,1543
2013-10-13,327,626,953
2013-10-14,23,0,23
2013-10-15,612,276,888
2013-10-16,339,458,797
2013-10-17,464,184,648
2013-10-18,173,933,1106
2013-10-19,500,731,1231
2013-10-20,328,660,988
2013-10-21,151,4,155
2013-10-22,801,172,973
2013-10-23,291,413,704
2013-10-24,570,341,911
2013-10-25,329,380,709
2013-10-26,345,890,1235
2013-10-27,390,655,1045
2013-10-28,95,2,97
2013-10-29,957,158,1115
2013-10-30,628,353,981
2013-10-31,447,261,708
2013-11-01,97,333,430
2013-11-02,588,493,1081
2013-11-03,332,603,935
2013-11-04,456,17,473
2013-11-05,1246,153,1399
2013-11-06,405,377,782
2013-11-07,241,249,490
2013-11-08,243,250,493
2013-11-09,335,760,1095
2013-11-10,328,631,959
2013-11-11,73,0,73
2013-11-12,990,411,1401
2013-11-13,246,236,482
2013-11-14,141,876,1017
2013-11-15,122,570,692
2013-11-16,388,831,1219
2013-11-17,260,441,701
2013-11-18,759,3,762
2013-11-19,192,111,303
2013-11-20,100,520,620
2013-11-21,234,227,461
2013-11-22,119,1158,1277
2013-11-23,493,1079,1572
2013-11-24,308,534,842
2013-11-25,206,0,206
2013-11-26,721,114,835
2013-11-27,305,354,659
2013-11-28,112,606,718
2013-11-29,65,894,959
2013-11-30,479,656,1135
2013-12-01,229,395,624
2013-12-02,47,0,47
2013-12-03,939,194,1133
2013-12-04,207,128,335
2013-12-05,135,1047,1182
2013-12-06,121,147,268
2013-12-07,633,856,1489
2013-12-08,249,478,727
2013-12-09,29,0,29
2013-12-10,1152,166,1318
2013-12-11,180,888,1068
2013-12-12,110,983,1093
2013-12-13,44,1115,1159
2013-12-14,278,620,898
2013-12-15,148,253,401
2013-12-16,332,135,467
2013-12-17,1472,676,2148
2013-12-18,440,1578,2018
2013-12-19,75,478,553
2013-12-20,126,363,489
2013-12-21,219,441,660
2013-12-22,245,410,655
2013-12-23,227,107,334
2013-12-24,650,168,818
2013-12-25,510,670,1180
2013-12-26,166,194,360
2013-12-27,234,235,469
2013-12-28,230,558,788
2013-12-29,248,356,604
2013-12-30,50,0,50
2013-12-31,132,186,318
2014-01-01,0,0,0
2014-01-02,55,109,164
2014-01-03,164,204,368
2014-01-04,96,167,263
2014-01-05,187,317,504
2014-01-06,485,173,658
2014-01-07,18,0,18
2014-01-08,72,113,185
2014-01-09,83,234,317
2014-01-10,148,390,538
2014-01-11,51,83,134
2014-01-12,248,541,789
2014-01-13,296,562,858
2014-01-14,309,11,320
2014-01-15,434,46,480
2014-01-16,55,178,233
2014-01-17,180,336,516
2014-01-18,237,226,463
2014-01-19,239,480,719
2014-01-20,247,502,749
2014-01-21,28,0,28
2014-01-22,84,197,281
2014-01-23,51,70,121
2014-01-24,429,572,1001
2014-01-25,89,126,215
2014-01-26,279,578,857
2014-01-27,398,682,1080
2014-01-28,315,167,482
2014-01-29,279,387,666
2014-01-30,299,117,416
2014-01-31,192,309,501
2014-02-01,152,220,372
2014-02-02,608,938,1546
2014-02-03,441,743,1184
2014-02-04,412,113,525
2014-02-05,233,249,482
2014-02-06,162,222,384
2014-02-07,132,64,196
2014-02-08,97,86,183
2014-02-09,764,1155,1919
2014-02-10,656,733,1389
2014-02-11,402,556,958
2014-02-12,98,50,148
2014-02-13,189,182,371
2014-02-14,237,208,445
2014-02-15,424,465,889
2014-02-16,684,711,1395
2014-02-17,396,595,991
2014-02-18,347,188,535
2014-02-19,305,251,556
2014-02-20,521,234,755
2014-02-21,754,408,1162
2014-02-22,316,280,596
2014-02-23,1173,1715,2888
2014-02-24,950,1114,2064
2014-02-25,75,30,105
2014-02-26,229,244,473
2014-02-27,447,315,762
2014-02-28,283,268,551
2014-03-01,925,1127,2052
2014-03-02,571,773,1344
2014-03-03,251,490,741
2014-03-04,35,0,35
2014-03-05,70,66,136
2014-03-06,70,85,155
2014-03-07,135,12,147
2014-03-08,109,3,112
2014-03-09,379,823,1202
2014-03-10,339,654,993
2014-03-11,40,0,40
2014-03-12,159,11,170
2014-03-13,152,13,165
2014-03-14,488,14,502
2014-03-15,205,18,223
2014-03-16,371,647,1018
2014-03-17,345,553,898
2014-03-18,58,0,58
2014-03-19,180,8,188
2014-03-20,111,200,311
2014-03-21,134,90,224
2014-03-22,220,3,223
2014-03-23,391,812,1203
2014-03-24,269,464,733
2014-03-25,55,0,55
2014-03-26,993,69,1062
2014-03-27,348,216,564
2014-03-28,303,153,456
2014-03-29,233,199,432
2014-03-30,416,824,1240
2014-03-31,355,599,954
2014-04-01,36,1,37
2014-04-02,1353,8,1361
2014-04-03,330,3,333
2014-04-04,198,5,203
2014-04-05,158,30,188
2014-04-06,432,847,1279
2014-04-07,382,626,1008
2014-04-08,56,0,56
2014-04-09,798,72,870
2014-04-10,110,351,461
2014-04-11,326,153,479
2014-04-12,496,1039,1535
2014-04-13,964,2307,3271
2014-04-14,451,860,1311
2014-04-15,46,0,46
2014-04-16,1304,217,1521
2014-04-17,108,829,937
2014-04-18,189,156,345
2014-04-19,336,112,448
2014-04-20,792,1028,1820
2014-04-21,238,419,657
2014-04-22,53,2,55
2014-04-23,1180,108,1288
2014-04-24,421,178,599
2014-04-25,1146,353,1499
2014-04-26,659,605,1264
2014-04-27,1460,2295,3755
2014-04-28,735,1021,1756
2014-04-29,363,0,363
2014-04-30,1049,77,1126
2014-05-01,192,625,817
2014-05-02,158,94,252
2014-05-03,126,460,586
2014-05-04,307,1110,1417
2014-05-05,1259,3194,4453
2014-05-06,348,176,524
2014-05-07,971,17,988
2014-05-08,86,99,185
2014-05-09,616,181,797
2014-05-10,572,170,742
2014-05-11,742,841,1583
2014-05-12,250,473,723
2014-05-13,960,1,961
2014-05-14,134,241,375
2014-05-15,211,472,683
2014-05-16,241,774,1015
2014-05-17,799,1033,1832
2014-05-18,982,1302,2284
2014-05-19,689,1101,1790
2014-05-20,43,2,45
2014-05-21,929,140,1069
2014-05-22,319,916,1235
2014-05-23,540,221,761
2014-05-24,343,137,480
2014-05-25,817,1047,1864
2014-05-26,1227,1130,2357
2014-05-27,13,0,13
2014-05-28,823,84,907
2014-05-29,432,152,584
2014-05-30,347,110,457
2014-05-31,136,185,321
2014-06-01,372,678,1050
2014-06-02,409,608,1017
2014-06-03,389,11,400
2014-06-04,913,430,1343
2014-06-05,176,187,363
2014-06-06,253,559,812
2014-06-07,294,409,703
2014-06-08,758,1077,1835
2014-06-09,275,547,822
2014-06-10,219,5,224
2014-06-11,1022,456,1478
2014-06-12,338,206,544
2014-06-13,333,178,511
2014-06-14,315,243,558
2014-06-15,325,687,1012
2014-06-16,303,580,883
2014-06-17,630,929,1559
2014-06-18,725,68,793
2014-06-19,131,191,322
2014-06-20,474,187,661
2014-06-21,267,129,396
2014-06-22,772,833,1605
2014-06-23,441,621,1062
2014-06-24,20,0,20
2014-06-25,1257,299,1556
2014-06-26,257,147,404
2014-06-27,221,75,296
2014-06-28,197,910,1107
2014-06-29,266,606,872
2014-06-30,271,528,799
2014-07-01,130,0,130
2014-07-02,881,147,1028
2014-07-03,448,238,686
2014-07-04,364,118,482
2014-07-05,225,305,530
2014-07-06,343,728,1071
2014-07-07,773,302,1075
2014-07-08,428,20,448
2014-07-09,831,905,1736
2014-07-10,379,142,521
2014-07-11,335,873,1208
2014-07-12,159,1565,1724
2014-07-13,538,977,1515
2014-07-14,423,747,1170
2014-07-15,154,0,154
2014-07-16,386,139,525
2014-07-17,179,279,458
2014-07-18,479,328,807
2014-07-19,542,509,1051
2014-07-20,669,1080,1749
2014-07-21,381,707,1088
2014-07-22,12,0,12
2014-07-23,910,520,1430
2014-07-24,458,344,802
2014-07-25,378,244,622
2014-07-26,774,546,1320
2014-07-27,877,968,1845
2014-07-28,566,964,1530
2014-07-29,54,2,56
2014-07-30,931,496,1427
2014-07-31,652,670,1322
2014-08-01,199,432,631
2014-08-02,424,667,1091
2014-08-03,544,867,1411
2014-08-04,383,706,1089
2014-08-05,42,2,44
2014-08-06,683,481,1164
2014-08-07,337,384,721
2014-08-08,177,346,523
2014-08-09,303,384,687
2014-08-10,406,876,1282
2014-08-11,401,785,1186
2014-08-12,149,2,151
2014-08-13,1215,503,1718
2014-08-14,324,425,749
2014-08-15,437,761,1198
2014-08-16,441,472,913
2014-08-17,530,1008,1538
2014-08-18,412,701,1113
2014-08-19,29,0,29
2014-08-20,299,298,597
2014-08-21,289,180,469
2014-08-22,640,292,932
2014-08-23,370,191,561
2014-08-24,844,1239,2083
2014-08-25,446,828,1274
2014-08-26,166,0,166
2014-08-27,1291,228,1519
2014-08-28,384,229,613
2014-08-29,277,114,391
2014-08-30,464,211,675
2014-08-31,532,576,1108
2014-09-01,247,462,709
2014-09-02,68,14,82
2014-09-03,365,228,593
2014-09-04,266,556,822
2014-09-05,246,247,493
2014-09-06,94,499,593
2014-09-07,255,656,911
2014-09-08,277,609,886
2014-09-09,321,15,336
2014-09-10,1333,700,2033
2014-09-11,286,855,1141
2014-09-12,308,716,1024
2014-09-13,52,607,659
2014-09-14,711,1779,2490
2014-09-15,228,501,729
2014-09-16,13,170,183
2014-09-17,184,455,639
2014-09-18,383,614,997
2014-09-19,402,767,1169
2014-09-20,457,780,1237
2014-09-21,446,703,1149
2014-09-22,258,545,803
2014-09-23,50,2,52
2014-09-24,621,301,922
2014-09-25,483,909,1392
2014-09-26,305,656,961
2014-09-27,103,902,1005
2014-09-28,269,616,885
2014-09-29,298,564,862
2014-09-30,105,0,105
2014-10-01,180,235,415
2014-10-02,107,182,289
2014-10-03,317,533,850
2014-10-04,178,368,546
2014-10-05,323,569,892
2014-10-06,363,600,963
2014-10-07,178,7,185
2014-10-08,691,581,1272
2014-10-09,462,683,1145
2014-10-10,303,470,773
2014-10-11,86,111,197
2014-10-12,544,999,1543
2014-10-13,327,626,953
2014-10-14,23,0,23
2014-10-15,612,276,888
2014-10-16,339,458,797
2014-10-17,464,184,648
2014-10-18,173,933,1106
2014-10-19,500,731,1231
2014-10-20,328,660,988
2014-10-21,151,4,155
2014-10-22,801,172,973
2014-10-23,291,413,704
2014-10-24,570,341,911
2014-10-25,329,380,709
2014-10-26,345,890,1235
2014-10-27,390,655,1045
2014-10-28,95,2,97
2014-10-29,957,158,1115
2014-10-30,628,353,981
2014-10-31,447,261,708
2014-11-01,97,333,430
2014-11-02,588,493,1081
2014-11-03,332,603,935
2014-11-04,456,17,473
2014-11-05,1246,153,1399
2014-11-06,405,377,782
2014-11-07,241,249,490
2014-11-08,243,250,493
2014-11-09,335,760,1095
2014-11-10,328,631,959
2014-11-11,73,0,73
2014-11-12,990,411,1401
2014-11-13,246,236,482
2014-11-14,141,876,1017
2014-11-15,122,570,692
2014-11-16,388,831,1219
2014-11-17,260,441,701
2014-11-18,759,3,762
2014-11-19,192,111,303
2014-11-20,100,520,620
2014-11-21,234,227,461
2014-11-22,119,1158,1277
2014-11-23,493,1079,1572
2014-11-24,308,534,842
2014-11-25,206,0,206
2014-11-26,721,114,835
2014-11-27,305,354,659
2014-11-28,112,606,718
2014-11-29,65,894,959
2014-11-30,479,656,1135
2014-12-01,229,395,624
2014-12-02,47,0,47
2014-12-03,939,194,1133
2014-12-04,207,128,335
2014-12-05,135,1047,1182
2014-12-06,121,147,268
2014-12-07,633,856,1489
2014-12-08,249,478,727
2014-12-09,29,0,29
2014-12-10,1152,166,1318
2014-12-11,180,888,1068
2014-12-12,110,983,1093
2014-12-13,44,1115,1159
2014-12-14,278,620,898
2014-12-15,148,253,401
2014-12-16,332,135,467
2014-12-17,1472,676,2148
2014-12-18,440,1578,2018
2014-12-19,75,478,553
2014-12-20,126,363,489
2014-12-21,219,441,660
2014-12-22,245,410,655
2014-12-23,227,107,334
2014-12-24,650,168,818
2014-12-25,510,670,1180
2014-12-26,166,194,360
2014-12-27,234,235,469
2014-12-28,230,558,788
2014-12-29,248,356,604
2014-12-30,50,0,50
2014-12-31,132,186,318
2015-01-01,0,0,0
2015-01-02,209,317,526
2015-01-03,311,499,810
2015-01-04,189,276,465
2015-01-05,18,0,18
2015-01-06,1148,222,1370
2015-01-07,248,265,513
2015-01-08,85,154,239
2015-01-09,137,289,426
2015-01-10,278,576,854
2015-01-11,316,440,756
2015-01-12,95,0,95
2015-01-13,1063,182,1245
2015-01-14,290,196,486
2015-01-15,299,242,541
2015-01-16,211,279,490
2015-01-17,294,457,751
2015-01-18,315,518,833
2015-01-19,75,1,76
2015-01-20,1072,194,1266
2015-01-21,338,337,675
2015-01-22,174,288,462
2015-01-23,268,349,617
2015-01-24,372,717,1089
2015-01-25,314,519,833
2015-01-26,65,9,74
2015-01-27,1170,357,1527
2015-01-28,466,163,629
2015-01-29,171,318,489
2015-01-30,230,297,527
2015-01-31,657,877,1534
2015-02-01,612,939,1551
2015-02-02,22,0,22
2015-02-03,836,468,1304
2015-02-04,402,501,903
2015-02-05,307,422,729
2015-02-06,349,528,877
2015-02-07,624,623,1247
2015-02-08,608,649,1257
2015-02-09,21,0,21
2015-02-10,1223,475,1698
2015-02-11,236,355,591
2015-02-12,395,393,788
2015-02-13,400,546,946
2015-02-14,731,1017,1748
2015-02-15,497,889,1386
2015-02-16,45,0,45
2015-02-17,368,359,727
2015-02-18,490,520,1010
2015-02-19,793,717,1510
2015-02-20,1015,915,1930
2015-02-21,779,761,1540
2015-02-22,676,712,1388
2015-02-23,67,3,70
2015-02-24,979,273,1252
2015-02-25,931,739,1670
2015-02-26,360,350,710
2015-02-27,297,261,558
2015-02-28,927,910,1837
2015-03-01,877,752,1629
2015-03-02,28,0,28
2015-03-03,735,39,774
2015-03-04,447,149,596
2015-03-05,316,166,482
2015-03-06,229,118,347
2015-03-07,558,546,1104
2015-03-08,655,598,1253
2015-03-09,29,0,29
2015-03-10,837,32,869
2015-03-11,540,44,584
2015-03-12,84,46,130
2015-03-13,308,66,374
2015-03-14,437,658,1095
2015-03-15,376,419,795
2015-03-16,89,0,89
2015-03-17,928,35,963
2015-03-18,187,183,370
2015-03-19,128,80,208
2015-03-20,120,83,203
2015-03-21,395,404,799
2015-03-22,421,392,813
2015-03-23,48,3,51
2015-03-24,1002,104,1106
2015-03-25,514,140,654
2015-03-26,172,94,266
2015-03-27,166,163,329
2015-03-28,582,692,1274
2015-03-29,312,344,656
2015-03-30,21,17,38
2015-03-31,879,23,902
2015-04-01,226,58,284
2015-04-02,176,26,202
2015-04-03,165,83,248
2015-04-04,402,395,797
2015-04-05,326,292,618
2015-04-06,37,2,39
2015-04-07,891,28,919
2015-04-08,407,78,485
2015-04-09,78,61,139
2015-04-10,255,101,356
2015-04-11,558,507,1065
2015-04-12,233,297,530
2015-04-13,54,0,54
2015-04-14,443,68,511
2015-04-15,389,30,419
2015-04-16,240,74,314
2015-04-17,229,117,346
2015-04-18,452,494,946
2015-04-19,297,224,521
2015-04-20,92,0,92
2015-04-21,1222,30,1252
2015-04-22,147,96,243
2015-04-23,135,351,486
2015-04-24,365,226,591
2015-04-25,344,440,784
2015-04-26,294,285,579
2015-04-27,48,0,48
2015-04-28,1374,80,1454
2015-04-29,896,43,939
2015-04-30,187,164,351
2015-05-01,317,360,677
2015-05-02,478,368,846
2015-05-03,519,455,974
2015-05-04,30,20,50
2015-05-05,1314,1425,2739
2015-05-06,333,18,351
2015-05-07,72,15,87
2015-05-08,131,86,217
2015-05-09,816,492,1308
2015-05-10,268,303,571
2015-05-11,114,3,117
2015-05-12,1385,304,1689
2015-05-13,307,272,579
2015-05-14,441,260,701
2015-05-15,260,65,325
2015-05-16,303,323,626
2015-05-17,285,238,523
2015-05-18,93,80,173
2015-05-19,541,278,819
2015-05-20,443,243,686
2015-05-21,639,116,755
2015-05-22,482,418,900
2015-05-23,356,481,837
2015-05-24,387,369,756
2015-05-25,323,346,669
2015-05-26,876,1,877
2015-05-27,1517,353,1870
2015-05-28,351,180,531
2015-05-29,360,186,546
2015-05-30,299,372,671
2015-05-31,372,401,773
2015-06-01,64,0,64
2015-06-02,728,33,761
2015-06-03,271,195,466
2015-06-04,395,58,453
2015-06-05,130,28,158
2015-06-06,247,228,475
2015-06-07,188,199,387
2015-06-08,26,0,26
2015-06-09,77,22,99
2015-06-10,98,71,169
2015-06-11,306,30,336
2015-06-12,137,164,301
2015-06-13,207,202,409
2015-06-14,129,143,272
2015-06-15,0,0,0
2015-06-16,81,26,107
2015-06-17,127,16,143
2015-06-18,293,24,317
2015-06-19,67,22,89
2015-06-20,205,270,475
2015-06-21,184,180,364
2015-06-22,0,0,0
2015-06-23,77,50,127
2015-06-24,351,25,376
2015-06-25,84,12,96
2015-06-26,172,13,185
2015-06-27,328,461,789
2015-06-28,349,320,669
2015-06-29,0,0,0
2015-06-30,212,29,241
2015-07-01,105,30,135
2015-07-02,360,28,388
2015-07-03,113,192,305
2015-07-04,347,364,711
2015-07-05,237,227,464
2015-07-06,0,0,0
2015-07-07,223,311,534
2015-07-08,165,14,179
2015-07-09,306,77,383
2015-07-10,219,327,546
2015-07-11,325,364,689
2015-07-12,460,445,905
2015-07-13,0,0,0
2015-07-14,890,200,1090
2015-07-15,154,29,183
2015-07-16,377,96,473
2015-07-17,124,275,399
2015-07-18,290,314,604
2015-07-19,376,338,714
2015-07-20,0,0,0
2015-07-21,755,85,840
2015-07-22,151,68,219
2015-07-23,177,91,268
2015-07-24,287,88,375
2015-07-25,437,473,910
2015-07-26,517,434,951
2015-07-27,245,0,245
2015-07-28,1057,412,1469
2015-07-29,875,453,1328
2015-07-30,254,260,514
2015-07-31,267,338,605
2015-08-01,629,466,1095
2015-08-02,437,416,853
2015-08-03,124,0,124
2015-08-04,880,239,1119
2015-08-05,378,266,644
2015-08-06,454,328,782
2015-08-07,371,219,590
2015-08-08,493,521,1014
2015-08-09,628,504,1132
2015-08-10,0,0,0
2015-08-11,1124,95,1219
2015-08-12,413,160,573
2015-08-13,508,163,671
2015-08-14,447,333,780
2015-08-15,707,627,1334
2015-08-16,317,318,635
2015-08-17,0,0,0
2015-08-18,202,141,343
2015-08-19,181,101,282
2015-08-20,273,115,388
2015-08-21,315,48,363
2015-08-22,978,981,1959
2015-08-23,362,322,684
2015-08-24,0,0,0
2015-08-25,476,35,511
2015-08-26,763,623,1386
2015-08-27,143,34,177
2015-08-28,353,98,451
2015-08-29,409,451,860
2015-08-30,263,214,477
2015-08-31,0,0,0
2015-09-01,992,623,1615
2015-09-02,86,259,345
2015-09-03,101,262,363
2015-09-04,90,273,363
2015-09-05,490,483,973
2015-09-06,326,346,672
2015-09-07,0,0,0
2015-09-08,909,524,1433
2015-09-09,459,544,1003
