구분,대인,소인,계
2018-08-06,0,0,0
2018-08-07,206,169,375
2018-08-08,399,168,567
2018-08-09,136,168,304
2018-08-10,286,287,573
2018-08-11,699,607,1306
2018-08-12,382,363,745
2018-08-13,243,9,252
2018-08-14,442,63,505
2018-08-15,353,427,780
2018-08-16,358,99,457
2018-08-17,418,198,616
2018-08-18,277,235,512
2018-08-19,280,259,539
2018-08-20,0,0,0
2018-08-21,134,32,166
2018-08-22,195,41,236
2018-08-23,66,147,213
2018-08-24,539,660,1199
2018-08-25,205,335,540
2018-08-26,230,322,552
2018-08-27,160,17,177
2018-08-28,418,80,498
2018-08-29,914,307,1221
2018-08-30,284,154,438
2018-08-31,137,221,358
2018-09-01,771,798,1569
2018-09-02,311,216,527
2018-09-03,263,0,263
2018-09-04,440,733,1173
2018-09-05,226,243,469
2018-09-06,410,452,862
2018-09-07,612,367,979
2018-09-08,1042,977,2019
2018-09-09,546,353,899
2018-09-10,667,44,711
2018-09-11,423,493,916
2018-09-12,535,445,980
2018-09-13,613,589,1202
2018-09-14,308,491,799
2018-09-15,1336,890,2226
2018-09-16,489,230,719
2018-09-17,103,0,103
2018-09-18,161,415,576
2018-09-19,472,618,1090
2018-09-20,886,255,1141
2018-09-21,416,120,536
2018-09-22,480,572,1052
2018-09-23,576,549,1125
2018-09-24,0,0,0
2018-09-25,754,494,1248
2018-09-26,427,305,732
2018-09-27,354,227,581
2018-09-28,80,269,349
2018-09-29,543,305,848
2018-09-30,379,221,600
2018-10-01,74,0,74
2018-10-02,646,194,840
2018-10-03,308,295,603
2018-10-04,438,127,565
2018-10-05,261,322,583
2018-10-06,356,262,618
2018-10-07,321,218,539
2018-10-08,326,0,326
2018-10-09,587,339,926
2018-10-10,443,10,453
2018-10-11,499,484,983
2018-10-12,197,1208,1405
2018-10-13,1156,1123,2279
2018-10-14,367,268,635
2018-10-15,500,986,1486
2018-10-16,508,125,633
2018-10-17,335,335,670
2018-10-18,548,318,866
2018-10-19,449,655,1104
2018-10-20,1180,921,2101
2018-10-21,433,322,755
2018-10-22,0,0,0
2018-10-23,476,203,679
2018-10-24,271,278,549
2018-10-25,396,14,410
2018-10-26,308,122,430
2018-10-27,1045,1028,2073
2018-10-28,563,390,953
2018-10-29,0,0,0
2018-10-30,616,410,1026
2018-10-31,534,72,606
2018-11-01,259,119,378
2018-11-02,878,501,1379
2018-11-03,738,635,1373
2018-11-04,558,155,713
2018-11-05,15,0,15
2018-11-06,297,82,379
2018-11-07,660,330,990
2018-11-08,329,106,435
2018-11-09,436,204,640
2018-11-10,663,359,1022
2018-11-11,538,298,836
2018-11-12,0,0,0
2018-11-13,418,903,1321
2018-11-14,298,189,487
2018-11-15,369,203,572
2018-11-16,144,479,623
2018-11-17,568,334,902
2018-11-18,294,178,472
2018-11-19,265,0,265
2018-11-20,270,98,368
2018-11-21,488,14,502
2018-11-22,203,22,225
2018-11-23,135,36,171
2018-11-24,830,312,1142
2018-11-25,384,260,644
2018-11-26,250,0,250
2018-11-27,715,114,829
2018-11-28,470,15,485
2018-11-29,180,1415,1595
2018-11-30,186,800,986
2018-12-01,650,590,1240
2018-12-02,249,184,433
2018-12-03,0,0,0
2018-12-04,136,1014,1150
2018-12-05,691,47,738
2018-12-06,371,1211,1582
2018-12-07,372,1329,1701
2018-12-08,685,366,1051
2018-12-09,433,294,727
2018-12-10,270,0,270
2018-12-11,464,286,750
2018-12-12,602,420,1022
2018-12-13,142,673,815
2018-12-14,243,559,802
2018-12-15,407,446,853
2018-12-16,250,290,540
2018-12-17,20,0,20
2018-12-18,115,311,426
2018-12-19,354,288,642
2018-12-20,223,1372,1595
2018-12-21,428,1566,1994
2018-12-22,267,231,498
2018-12-23,423,243,666
2018-12-24,237,0,237
2018-12-25,610,663,1273
2018-12-26,502,232,734
2018-12-27,307,114,421
2018-12-28,225,134,359
2018-12-29,315,317,632
2018-12-30,488,500,988
2018-12-31,0,0,0
